source, target, gene_source,gene_target,taxon,score,neighborhood, fusion, phylogen_profile, co_expression,expt, db_score, text_mining,source_essential,target_essential,edge_type
373153.SPD_0001,373153.SPD_0002,dnaA,dnaN,373153,0.974,0.674,0,0.468,0.205,0.312,0,0.776,n,n,N-N
373153.SPD_0001,373153.SPD_2030,dnaA,dnaB,373153,0.9,0.084,0,0.374,0.114,0.319,0,0.757,n,y,N-E
373153.SPD_0001,373153.SPD_0038,dnaA,polA,373153,0.867,0.042,0,0.52,0.096,0,0,0.718,n,n,N-N
373153.SPD_0001,373153.SPD_2069,dnaA,SPD_2069,373153,0.858,0.378,0,0.406,0.072,0,0,0.636,n,n,N-N
373153.SPD_0001,373153.SPD_2054,dnaA,recF,373153,0.848,0.378,0,0.188,0.163,0.117,0,0.657,n,n,N-N
373153.SPD_0001,373153.SPD_1096,dnaA,uvrB,373153,0.825,0,0,0.208,0.603,0,0,0.49,n,n,N-N
373153.SPD_0001,373153.SPD_0957,dnaA,dnaG,373153,0.816,0.063,0,0.518,0.118,0,0,0.594,n,y,N-E
373153.SPD_0001,373153.SPD_1521,dnaA,dnaI,373153,0.816,0,0,0,0.066,0.214,0,0.77,n,y,N-E
373153.SPD_0001,373153.SPD_0788,dnaA,dnaE,373153,0.811,0.081,0,0.493,0,0.112,0,0.598,n,y,N-E
373153.SPD_0001,373153.SPD_1405,dnaA,SPD_1405,373153,0.788,0.057,0,0,0,0.117,0,0.766,n,y,N-E
373153.SPD_0001,373153.SPD_0709,dnaA,gyrB,373153,0.785,0.378,0,0,0.077,0,0,0.656,n,y,N-E
373153.SPD_0001,373153.SPD_1077,dnaA,gyrA,373153,0.776,0.378,0,0,0,0,0,0.655,n,n,N-N
373153.SPD_0001,373153.SPD_0774,dnaA,SPD_0774,373153,0.776,0.048,0,0.436,0.072,0.109,0,0.575,n,n,N-N
373153.SPD_0001,373153.SPD_1739,dnaA,recA,373153,0.752,0.096,0,0.22,0,0.101,0,0.656,n,n,N-N
373153.SPD_0001,373153.SPD_0760,dnaA,dnaX,373153,0.75,0.079,0,0.251,0.078,0,0,0.654,n,y,N-E
373153.SPD_0001,373153.SPD_1485,dnaA,recR,373153,0.748,0.079,0,0.283,0.191,0,0,0.585,n,n,N-N
373153.SPD_0001,373153.SPD_1758,dnaA,rpoC,373153,0.743,0,0,0.309,0.068,0,0,0.633,n,y,N-E
373153.SPD_0001,373153.SPD_0847,dnaA,infC,373153,0.738,0,0,0.266,0,0,0,0.658,n,n,N-N
373153.SPD_0001,373153.SPD_0006,dnaA,mfd,373153,0.733,0.282,0,0.381,0.068,0,0,0.433,n,n,N-N
373153.SPD_0001,373153.SPD_0129,dnaA,gidA,373153,0.732,0.18,0,0,0.154,0,0,0.645,n,n,N-N
373153.SPD_0001,373153.SPD_0002,dnaA,dnaN,373153,0.974,0.674,0,0.468,0.205,0.312,0,0.776,n,n,N-N
373153.SPD_0001,373153.SPD_2030,dnaA,dnaB,373153,0.9,0.084,0,0.374,0.114,0.319,0,0.757,n,y,N-E
373153.SPD_0001,373153.SPD_0038,dnaA,polA,373153,0.867,0.042,0,0.52,0.096,0,0,0.718,n,n,N-N
373153.SPD_0001,373153.SPD_2069,dnaA,SPD_2069,373153,0.858,0.378,0,0.406,0.072,0,0,0.636,n,n,N-N
373153.SPD_0001,373153.SPD_2054,dnaA,recF,373153,0.848,0.378,0,0.188,0.163,0.117,0,0.657,n,n,N-N
373153.SPD_0001,373153.SPD_1096,dnaA,uvrB,373153,0.825,0,0,0.208,0.603,0,0,0.49,n,n,N-N
373153.SPD_0001,373153.SPD_0957,dnaA,dnaG,373153,0.816,0.063,0,0.518,0.118,0,0,0.594,n,y,N-E
373153.SPD_0001,373153.SPD_1521,dnaA,dnaI,373153,0.816,0,0,0,0.066,0.214,0,0.77,n,y,N-E
373153.SPD_0001,373153.SPD_0788,dnaA,dnaE,373153,0.811,0.081,0,0.493,0,0.112,0,0.598,n,y,N-E
373153.SPD_0001,373153.SPD_1405,dnaA,SPD_1405,373153,0.788,0.057,0,0,0,0.117,0,0.766,n,y,N-E
373153.SPD_0001,373153.SPD_0709,dnaA,gyrB,373153,0.785,0.378,0,0,0.077,0,0,0.656,n,y,N-E
373153.SPD_0001,373153.SPD_1077,dnaA,gyrA,373153,0.776,0.378,0,0,0,0,0,0.655,n,n,N-N
373153.SPD_0001,373153.SPD_0774,dnaA,SPD_0774,373153,0.776,0.048,0,0.436,0.072,0.109,0,0.575,n,n,N-N
373153.SPD_0001,373153.SPD_1739,dnaA,recA,373153,0.752,0.096,0,0.22,0,0.101,0,0.656,n,n,N-N
373153.SPD_0001,373153.SPD_0760,dnaA,dnaX,373153,0.75,0.079,0,0.251,0.078,0,0,0.654,n,y,N-E
373153.SPD_0001,373153.SPD_1485,dnaA,recR,373153,0.748,0.079,0,0.283,0.191,0,0,0.585,n,n,N-N
373153.SPD_0001,373153.SPD_1758,dnaA,rpoC,373153,0.743,0,0,0.309,0.068,0,0,0.633,n,y,N-E
373153.SPD_0001,373153.SPD_0847,dnaA,infC,373153,0.738,0,0,0.266,0,0,0,0.658,n,n,N-N
373153.SPD_0001,373153.SPD_0006,dnaA,mfd,373153,0.733,0.282,0,0.381,0.068,0,0,0.433,n,n,N-N
373153.SPD_0001,373153.SPD_0129,dnaA,gidA,373153,0.732,0.18,0,0,0.154,0,0,0.645,n,n,N-N
373153.SPD_0002,373153.SPD_0705,dnaN,dinG,373153,0.999,0.051,0,0.246,0.097,0.149,0.997,0.634,n,n,N-N
373153.SPD_0002,373153.SPD_0826,dnaN,holB,373153,0.999,0.108,0,0.17,0.635,0.322,0.998,0.639,n,y,N-E
373153.SPD_0002,373153.SPD_0038,dnaN,polA,373153,0.999,0.085,0,0.472,0.659,0.999,0.997,0.718,n,n,N-N
373153.SPD_0002,373153.SPD_0788,dnaN,dnaE,373153,0.998,0,0,0.239,0.066,0.984,0.8,0.509,n,y,N-E
373153.SPD_0002,373153.SPD_0419,dnaN,dinP,373153,0.998,0,0,0,0.089,0.618,0.992,0.49,n,n,N-N
373153.SPD_0002,373153.SPD_0165,dnaN,hexB,373153,0.998,0.048,0,0,0.101,0.223,0.996,0.619,n,n,N-N
373153.SPD_0002,373153.SPD_0666,dnaN,holA,373153,0.997,0.077,0,0.282,0.1,0.944,0.8,0.65,n,n,N-N
373153.SPD_0002,373153.SPD_1739,dnaN,recA,373153,0.997,0.051,0,0,0.223,0.219,0.982,0.792,n,n,N-N
373153.SPD_0002,373153.SPD_1903,dnaN,mutS,373153,0.996,0,0,0,0.271,0.29,0.994,0.122,n,n,N-N
373153.SPD_0002,373153.SPD_0760,dnaN,dnaX,373153,0.996,0.133,0,0.273,0.08,0.929,0.8,0.657,n,y,N-E
373153.SPD_0002,373153.SPD_1465,dnaN,SPD_1465,373153,0.993,0.101,0,0,0.075,0.129,0.992,0.067,n,n,N-N
373153.SPD_0002,373153.SPD_1120,dnaN,topA,373153,0.987,0.084,0,0,0.079,0.112,0.98,0.32,n,y,N-E
373153.SPD_0002,373153.SPD_0001,dnaN,dnaA,373153,0.974,0.674,0,0.468,0.205,0.312,0,0.776,n,n,N-N
373153.SPD_0002,373153.SPD_1626,dnaN,xth,373153,0.966,0.069,0,0,0.326,0.227,0.907,0.376,n,n,N-N
373153.SPD_0002,373153.SPD_1351,dnaN,SPD_1351,373153,0.949,0.105,0,0,0.075,0.291,0.919,0.102,n,n,N-N
373153.SPD_0002,373153.SPD_0604,dnaN,SPD_0604,373153,0.93,0.158,0,0,0.154,0,0.91,0.043,n,n,N-N
373153.SPD_0002,373153.SPD_0879,dnaN,Exonuclease,373153,0.929,0.158,0,0,0,0.271,0.8,0.49,n,n,N-N
373153.SPD_0002,373153.SPD_0254,dnaN,polC,373153,0.921,0.049,0,0,0,0.117,0.8,0.587,n,n,N-N
373153.SPD_0002,373153.SPD_0218,dnaN,rpoA,373153,0.889,0,0,0.289,0.103,0,0.704,0.484,n,n,N-N
373153.SPD_0002,373153.SPD_1759,dnaN,rpoB,373153,0.884,0,0,0.341,0.075,0,0.673,0.489,n,n,N-N
373153.SPD_0003,373153.SPD_0004,SPD_0003,ychF,373153,0.926,0.738,0,0,0,0,0,0.731,y,y,E-E
373153.SPD_0003,373153.SPD_0005,SPD_0003,pth,373153,0.834,0.494,0,0,0,0,0,0.686,y,y,E-E
373153.SPD_0003,373153.SPD_0002,SPD_0003,dnaN,373153,0.797,0.764,0,0.173,0,0,0,0,y,n,E-N
373153.SPD_0004,373153.SPD_0003,ychF,SPD_0003,373153,0.926,0.738,0,0,0,0,0,0.731,y,y,E-E
373153.SPD_0004,373153.SPD_0005,ychF,pth,373153,0.924,0.755,0.374,0,0.088,0,0,0.523,y,y,E-E
373153.SPD_0004,373153.SPD_0253,ychF,fusA,373153,0.838,0.07,0,0.582,0.185,0.133,0,0.502,y,y,E-E
373153.SPD_0004,373153.SPD_1060,ychF,lepA,373153,0.829,0.081,0,0.652,0.076,0,0,0.49,y,n,E-N
373153.SPD_0004,373153.SPD_0689,ychF,metG,373153,0.818,0.43,0,0,0.154,0,0,0.653,y,n,E-N
373153.SPD_0004,373153.SPD_1274,ychF,guaA,373153,0.805,0.43,0,0,0.309,0,0,0.545,y,n,E-N
373153.SPD_0004,373153.SPD_0209,ychF,rplR,373153,0.785,0,0,0,0.605,0,0,0.48,y,y,E-E
373153.SPD_0004,373153.SPD_1519,ychF,der,373153,0.774,0,0,0.332,0.073,0.119,0,0.636,y,y,E-E
373153.SPD_0004,373153.SPD_1725,ychF,SPD_1725,373153,0.757,0,0,0,0.138,0,0,0.73,y,n,E-N
373153.SPD_0004,373153.SPD_0006,ychF,mfd,373153,0.755,0.755,0,0,0,0,0,0,y,n,E-N
373153.SPD_0004,373153.SPD_0482,ychF,infB,373153,0.751,0.068,0,0.381,0.154,0,0,0.551,y,n,E-N
373153.SPD_0004,373153.SPD_0506,ychF,pheT,373153,0.751,0.415,0,0,0.17,0,0,0.53,y,y,E-E
373153.SPD_0004,373153.SPD_1896,ychF,gltX,373153,0.746,0.158,0,0.315,0.154,0,0,0.541,y,y,E-E
373153.SPD_0004,373153.SPD_0238,ychF,leuS,373153,0.718,0,0,0.248,0.154,0.202,0,0.511,y,n,E-N
373153.SPD_0004,373153.SPD_0906,ychF,prfA,373153,0.709,0.158,0,0.476,0.076,0.222,0,0.225,y,y,E-E
373153.SPD_0004,373153.SPD_0551,ychF,rplA,373153,0.702,0.055,0,0.22,0.191,0.107,0,0.528,y,y,E-E
373153.SPD_0004,373153.SPD_0038,ychF,polA,373153,0.701,0.451,0,0,0.069,0,0,0.462,y,n,E-N
373153.SPD_0005,373153.SPD_0004,pth,ychF,373153,0.924,0.755,0.374,0,0.088,0,0,0.523,y,y,E-E
373153.SPD_0005,373153.SPD_0397,pth,gatA,373153,0.916,0.084,0,0.16,0,0,0.9,0,y,n,E-N
373153.SPD_0005,373153.SPD_0006,pth,mfd,373153,0.915,0.896,0,0,0,0,0,0.211,y,n,E-N
373153.SPD_0005,373153.SPD_0003,pth,SPD_0003,373153,0.834,0.494,0,0,0,0,0,0.686,y,y,E-E
373153.SPD_0005,373153.SPD_0007,pth,SPD_0007,373153,0.775,0.775,0,0,0,0,0,0,y,n,E-N
373153.SPD_0005,373153.SPD_1598,pth,trpF,373153,0.739,0.063,0.725,0,0.068,0,0,0,y,n,E-N
373153.SPD_0005,373153.SPD_0835,pth,frr,373153,0.73,0,0,0.592,0.07,0,0,0.346,y,y,E-E
373153.SPD_0005,373153.SPD_0008,pth,SPD_0008,373153,0.73,0.697,0,0,0.144,0,0,0,y,n,E-N
373153.SPD_0005,373153.SPD_0011,pth,tilS,373153,0.714,0.632,0,0.233,0.067,0,0,0,y,n,E-N
373153.SPD_0005,373153.SPD_0012,pth,hpt,373153,0.701,0.632,0,0.2,0.067,0,0,0,y,y,E-E
373153.SPD_0006,373153.SPD_1759,mfd,rpoB,373153,0.988,0,0,0.169,0.066,0.984,0,0.176,n,n,N-N
373153.SPD_0006,373153.SPD_0176,mfd,uvrA,373153,0.922,0.108,0,0,0.094,0.755,0,0.653,n,n,N-N
373153.SPD_0006,373153.SPD_0005,mfd,pth,373153,0.915,0.896,0,0,0,0,0,0.211,n,y,N-E
373153.SPD_0006,373153.SPD_0038,mfd,polA,373153,0.896,0.095,0,0.626,0,0,0,0.718,n,n,N-N
373153.SPD_0006,373153.SPD_1062,mfd,recN,373153,0.822,0.104,0,0.601,0.074,0.111,0,0.49,n,n,N-N
373153.SPD_0006,373153.SPD_0241,mfd,ruvB,373153,0.797,0.053,0,0.471,0.071,0,0,0.617,n,y,N-E
373153.SPD_0006,373153.SPD_0007,mfd,SPD_0007,373153,0.775,0.775,0,0,0,0,0,0,n,n,N-N
373153.SPD_0006,373153.SPD_0004,mfd,ychF,373153,0.755,0.755,0,0,0,0,0,0,n,y,N-E
373153.SPD_0006,373153.SPD_0532,mfd,recJ,373153,0.747,0.083,0,0.271,0.068,0,0,0.642,n,n,N-N
373153.SPD_0006,373153.SPD_0001,mfd,dnaA,373153,0.733,0.282,0,0.381,0.068,0,0,0.433,n,n,N-N
373153.SPD_0007,373153.SPD_0008,SPD_0007,SPD_0008,373153,0.864,0.861,0,0,0,0,0,0.053,n,n,N-N
373153.SPD_0007,373153.SPD_0005,SPD_0007,pth,373153,0.775,0.775,0,0,0,0,0,0,n,y,N-E
373153.SPD_0007,373153.SPD_0006,SPD_0007,mfd,373153,0.775,0.775,0,0,0,0,0,0,n,n,N-N
373153.SPD_0007,373153.SPD_2015,SPD_0007,hslO,373153,0.75,0.319,0,0,0.598,0,0,0.162,n,n,N-N
373153.SPD_0007,373153.SPD_0013,SPD_0007,ftsH,373153,0.702,0.687,0,0,0.08,0,0,0.046,n,n,N-N
373153.SPD_0007,373153.SPD_0011,SPD_0007,tilS,373153,0.702,0.702,0,0,0,0,0,0,n,n,N-N
373153.SPD_0007,373153.SPD_0012,SPD_0007,hpt,373153,0.702,0.702,0,0,0,0,0,0,n,y,N-E
373153.SPD_0008,373153.SPD_0600,SPD_0008,divIB,373153,0.995,0.158,0,0.359,0,0.964,0,0.792,n,n,N-N
373153.SPD_0008,373153.SPD_0305,SPD_0008,ftsL,373153,0.911,0,0,0.704,0,0.14,0,0.68,n,n,N-N
373153.SPD_0008,373153.SPD_0010,SPD_0008,SPD_0010,373153,0.882,0.575,0,0.735,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0007,SPD_0008,SPD_0007,373153,0.864,0.861,0,0,0,0,0,0.053,n,n,N-N
373153.SPD_0008,373153.SPD_1429,SPD_0008,SPD_1429,373153,0.786,0.084,0,0.772,0,0,0,0.058,n,n,N-N
373153.SPD_0008,373153.SPD_1522,SPD_0008,SPD_1522,373153,0.783,0,0,0.75,0,0,0,0.17,n,n,N-N
373153.SPD_0008,373153.SPD_0011,SPD_0008,tilS,373153,0.782,0.598,0,0.381,0.07,0.113,0,0.102,n,n,N-N
373153.SPD_0008,373153.SPD_1278,SPD_0008,cppA,373153,0.776,0.082,0,0.766,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_1144,SPD_0008,SPD_1144,373153,0.773,0,0,0.773,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0585,SPD_0008,SPD_0585,373153,0.77,0,0,0.77,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0878,SPD_0008,SPD_0878,373153,0.765,0,0,0.765,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0876,SPD_0008,SPD_0876,373153,0.762,0,0,0.762,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0754,SPD_0008,SPD_0754,373153,0.759,0,0,0.759,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_1350,SPD_0008,SPD_1350,373153,0.752,0,0,0.752,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_2043,SPD_0008,SPD_2043,373153,0.751,0,0,0.618,0,0,0,0.376,n,n,N-N
373153.SPD_0008,373153.SPD_0342,SPD_0008,mapZ,373153,0.743,0,0,0.743,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0369,SPD_0008,SPD_0369,373153,0.733,0,0,0.733,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0005,SPD_0008,pth,373153,0.73,0.697,0,0,0.144,0,0,0,n,y,N-E
373153.SPD_0008,373153.SPD_0873,SPD_0008,SPD_0873,373153,0.725,0.05,0,0.723,0,0,0,0,n,n,N-N
373153.SPD_0008,373153.SPD_0489,SPD_0008,SPD_0489,373153,0.725,0,0,0.725,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0011,SPD_0010,tilS,373153,0.921,0.869,0,0.422,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0008,SPD_0010,SPD_0008,373153,0.882,0.575,0,0.735,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0012,SPD_0010,hpt,373153,0.87,0.869,0,0,0,0,0,0,n,y,N-E
373153.SPD_0010,373153.SPD_0013,SPD_0010,ftsH,373153,0.837,0.836,0,0,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0489,SPD_0010,SPD_0489,373153,0.766,0,0,0.766,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_1144,SPD_0010,SPD_1144,373153,0.765,0,0,0.765,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_1278,SPD_0010,cppA,373153,0.765,0.05,0,0.762,0,0,0,0.046,n,n,N-N
373153.SPD_0010,373153.SPD_0585,SPD_0010,SPD_0585,373153,0.755,0,0,0.755,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0873,SPD_0010,SPD_0873,373153,0.751,0,0,0.748,0,0,0,0.056,n,n,N-N
373153.SPD_0010,373153.SPD_0878,SPD_0010,SPD_0878,373153,0.749,0,0,0.749,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0342,SPD_0010,mapZ,373153,0.733,0,0,0.733,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_1015,SPD_0010,rexB,373153,0.727,0.064,0,0.721,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0305,SPD_0010,ftsL,373153,0.725,0,0,0.725,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_1522,SPD_0010,SPD_1522,373153,0.72,0,0,0.72,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_1429,SPD_0010,SPD_1429,373153,0.718,0,0,0.718,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_2000,SPD_0010,adcR,373153,0.715,0,0,0.715,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_1350,SPD_0010,SPD_1350,373153,0.711,0,0,0.711,0,0,0,0,n,n,N-N
373153.SPD_0010,373153.SPD_0651,SPD_0010,SPD_0651,373153,0.708,0,0,0.708,0,0,0,0,n,n,N-N
373153.SPD_0011,373153.SPD_0012,tilS,hpt,373153,0.987,0.896,0.874,0,0.111,0,0,0,n,y,N-E
373153.SPD_0011,373153.SPD_0013,tilS,ftsH,373153,0.938,0.871,0,0,0.066,0,0,0.526,n,n,N-N
373153.SPD_0011,373153.SPD_0010,tilS,SPD_0010,373153,0.921,0.869,0,0.422,0,0,0,0,n,n,N-N
373153.SPD_0011,373153.SPD_0025,tilS,tadA,373153,0.795,0.158,0.342,0,0.076,0,0,0.648,n,n,N-N
373153.SPD_0011,373153.SPD_0008,tilS,SPD_0008,373153,0.782,0.598,0,0.381,0.07,0.113,0,0.102,n,n,N-N
373153.SPD_0011,373153.SPD_1680,tilS,birA,373153,0.743,0.448,0,0,0.066,0,0,0.542,n,y,N-E
373153.SPD_0011,373153.SPD_0906,tilS,prfA,373153,0.721,0.107,0,0.359,0.158,0,0,0.49,n,y,N-E
373153.SPD_0011,373153.SPD_0902,tilS,trmE,373153,0.714,0.072,0,0.216,0.075,0,0,0.626,n,n,N-N
373153.SPD_0011,373153.SPD_0005,tilS,pth,373153,0.714,0.632,0,0.233,0.067,0,0,0,n,y,N-E
373153.SPD_0011,373153.SPD_0007,tilS,SPD_0007,373153,0.702,0.702,0,0,0,0,0,0,n,n,N-N
373153.SPD_0012,373153.SPD_0011,hpt,tilS,373153,0.987,0.896,0.874,0,0.111,0,0,0,y,n,E-N
373153.SPD_0012,373153.SPD_1274,hpt,guaA,373153,0.984,0.451,0,0,0.125,0,0.9,0.718,y,n,E-N
373153.SPD_0012,373153.SPD_0024,hpt,purA,373153,0.966,0.158,0,0,0.154,0,0.9,0.585,y,n,E-N
373153.SPD_0012,373153.SPD_2055,hpt,guaB,373153,0.964,0.08,0,0,0.094,0,0.9,0.626,y,y,E-E
373153.SPD_0012,373153.SPD_1548,hpt,gmk,373153,0.963,0.064,0,0.176,0,0,0.9,0.584,y,n,E-N
373153.SPD_0012,373153.SPD_0057,hpt,purH,373153,0.946,0.156,0,0,0.08,0,0.9,0.393,y,n,E-N
373153.SPD_0012,373153.SPD_1407,hpt,apt,373153,0.938,0.083,0,0,0.074,0.121,0.8,0.651,y,n,E-N
373153.SPD_0012,373153.SPD_0726,hpt,SPD_0726,373153,0.934,0.158,0,0,0.067,0.214,0.9,0.108,y,n,E-N
373153.SPD_0012,373153.SPD_1107,hpt,guaC,373153,0.928,0,0,0,0.094,0,0.9,0.269,y,n,E-N
373153.SPD_0012,373153.SPD_0730,hpt,deoD,373153,0.912,0,0,0,0,0,0.9,0.161,y,n,E-N
373153.SPD_0012,373153.SPD_1660,hpt,SPD_1660,373153,0.906,0.063,0,0,0.078,0,0.9,0,y,n,E-N
373153.SPD_0012,373153.SPD_0013,hpt,ftsH,373153,0.875,0.871,0,0,0.068,0,0,0,y,n,E-N
373153.SPD_0012,373153.SPD_0010,hpt,SPD_0010,373153,0.87,0.869,0,0,0,0,0,0,y,n,E-N
373153.SPD_0012,373153.SPD_1628,hpt,xpt,373153,0.861,0.083,0,0,0.074,0.121,0.8,0.216,y,n,E-N
373153.SPD_0012,373153.SPD_0214,hpt,adk,373153,0.82,0.098,0.775,0,0.079,0,0,0.153,y,y,E-E
373153.SPD_0012,373153.SPD_0906,hpt,prfA,373153,0.731,0.158,0,0,0.192,0,0,0.637,y,y,E-E
373153.SPD_0012,373153.SPD_0007,hpt,SPD_0007,373153,0.702,0.702,0,0,0,0,0,0,y,n,E-N
373153.SPD_0012,373153.SPD_0005,hpt,pth,373153,0.701,0.632,0,0.2,0.067,0,0,0,y,y,E-E
373153.SPD_0013,373153.SPD_1337,ftsH,atpA,373153,0.963,0,0,0,0.077,0.257,0.909,0.482,n,y,N-E
373153.SPD_0013,373153.SPD_1709,ftsH,groL,373153,0.942,0.043,0,0.31,0.072,0.169,0.75,0.633,n,y,N-E
373153.SPD_0013,373153.SPD_0011,ftsH,tilS,373153,0.938,0.871,0,0,0.066,0,0,0.526,n,n,N-N
373153.SPD_0013,373153.SPD_1335,ftsH,atpD,373153,0.92,0.041,0,0.177,0.068,0.121,0.886,0.121,n,y,N-E
373153.SPD_0013,373153.SPD_0460,ftsH,dnaK,373153,0.884,0.081,0,0.261,0.072,0.221,0.452,0.653,n,y,N-E
373153.SPD_0013,373153.SPD_0012,ftsH,hpt,373153,0.875,0.871,0,0,0.068,0,0,0,n,y,N-E
373153.SPD_0013,373153.SPD_1984,ftsH,SPD_1984,373153,0.867,0.044,0,0,0.132,0.263,0.776,0.183,n,n,N-N
373153.SPD_0013,373153.SPD_1962,ftsH,SPD_1962,373153,0.867,0.044,0,0,0.132,0.263,0.776,0.183,n,n,N-N
373153.SPD_0013,373153.SPD_1115,ftsH,leuB,373153,0.866,0,0,0,0.066,0,0.858,0.074,n,n,N-N
373153.SPD_0013,373153.SPD_2051,ftsH,SPD_2051,373153,0.852,0.049,0,0.297,0.074,0.13,0.756,0.089,n,n,N-N
373153.SPD_0013,373153.SPD_1920,ftsH,SPD_1920,373153,0.845,0.063,0,0,0.067,0,0.819,0.139,n,n,N-N
373153.SPD_0013,373153.SPD_1341,ftsH,atpE,373153,0.837,0,0,0,0.069,0,0.825,0.084,n,n,N-N
373153.SPD_0013,373153.SPD_0010,ftsH,SPD_0010,373153,0.837,0.836,0,0,0,0,0,0,n,n,N-N
373153.SPD_0013,373153.SPD_1987,ftsH,SPD_1987,373153,0.807,0.065,0,0,0.074,0.13,0.756,0.113,n,n,N-N
373153.SPD_0013,373153.SPD_2052,ftsH,SPD_2052,373153,0.798,0.049,0,0,0.074,0.13,0.756,0.089,n,n,N-N
373153.SPD_0013,373153.SPD_1606,ftsH,SPD_1606,373153,0.792,0.043,0,0,0,0.629,0,0.463,n,n,N-N
373153.SPD_0013,373153.SPD_0650,ftsH,clpP,373153,0.763,0.084,0,0.22,0.154,0,0,0.655,n,n,N-N
373153.SPD_0013,373153.SPD_1512,ftsH,secA,373153,0.723,0.105,0,0.155,0.092,0.101,0,0.621,n,n,N-N
373153.SPD_0013,373153.SPD_1060,ftsH,lepA,373153,0.715,0.13,0,0.566,0.076,0.124,0,0.212,n,n,N-N
373153.SPD_0013,373153.SPD_0007,ftsH,SPD_0007,373153,0.702,0.687,0,0,0.08,0,0,0.046,n,n,N-N
373153.SPD_1818,373153.SPD_0670,comX2,SPD_0670,373153,0.707,0,0,0.707,0,0,0,0,n,n,N-N
373153.SPD_0716,373153.SPD_1324,SPD_0716,SPD_1324,373153,0.808,0.063,0.202,0.762,0,0,0,0.049,n,n,N-N
373153.SPD_1449,373153.SPD_1465,SPD_1449,SPD_1465,373153,0.815,0.191,0,0,0.055,0.127,0.756,0,n,n,N-N
373153.SPD_1449,373153.SPD_1448,SPD_1449,SPD_1448,373153,0.8,0.751,0,0.23,0,0,0,0,n,n,N-N
373153.SPD_1449,373153.SPD_1542,SPD_1449,stkP,373153,0.733,0.087,0,0,0.066,0.218,0.629,0.09,n,y,N-E
373153.SPD_1449,373153.SPD_1179,SPD_1449,SPD_1179,373153,0.731,0.078,0,0,0.066,0.218,0.629,0.09,n,n,N-N
373153.SPD_1449,373153.SPD_0677,SPD_1449,SPD_0677,373153,0.715,0.051,0,0,0,0.214,0.644,0.054,n,n,N-N
373153.SPD_1449,373153.SPD_0676,SPD_1449,SPD_0676,373153,0.715,0.051,0,0,0,0.214,0.644,0.054,n,n,N-N
170187.SP_0300,170187.SP_0299,SP_0300,AAK74477.1,170187,0.78,0.489,0.054,0.581,0,0,0,0,n,n,N-N
171101.spr0016,171101.spr1038,Transposase_B,spr1038,171101,0.78,0.051,0.074,0.77,0,0,0,0,n,n,N-N
171101.spr0016,171101.spr0014,Transposase_B,Transposase_A,171101,0.779,0.051,0.075,0.769,0,0,0,0,n,n,N-N
171101.spr0016,171101.spr1828,Transposase_B,spr1828,171101,0.779,0.051,0.075,0.769,0,0,0,0,n,n,N-N
171101.spr0016,171101.spr0313,Transposase_B,spr0313,171101,0.779,0.051,0.077,0.768,0,0,0,0,n,n,N-N
171101.spr0016,171101.spr0722,Transposase_B,spr0722,171101,0.779,0.051,0.077,0.768,0,0,0,0,n,n,N-N
171101.spr0016,171101.spr0898,Transposase_B,spr0898,171101,0.765,0.051,0.003,0.763,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0019,spr0017,spr0019,171101,0.849,0.447,0.02,0.739,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0766,spr0017,spr0766,171101,0.784,0,0,0.784,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0988,spr0017,spr0988,171101,0.764,0,0.018,0.764,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0767,spr0017,spr0767,171101,0.762,0,0.018,0.762,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0042,spr0017,spr0042,171101,0.761,0,0.019,0.761,0,0,0,0,n,n,N-N
